1,2,3,4
6.055001216841082,0.0,0.0,0.0
5.957653930396691,0.0,0.0,0.0
5.315576143601622,0.0,0.0,0.0
5.298204979733642,0.0,0.0,0.0
5.3763752171395485,0.0,0.0,0.0
5.858087122720395,0.0,0.0,0.0
5.858087122720395,0.0,0.0,0.0
5.905869236282551,0.0,0.0,0.0
5.784701232271566,0.0,0.0,0.0
5.840502208788653,0.0,0.0,0.0
5.887003022552894,0.0,0.0,0.0
6.041459669406557,0.0,0.0,0.0
5.983431622777599,0.0,0.0,0.0
5.830514431313976,0.0,0.0,0.0
5.860017110942351,0.0,0.0,0.0
5.910273735467227,0.0,0.0,0.0
5.947874650946323,0.0,0.0,0.0
5.961014462376861,0.0,0.0,0.0
5.95056885052962,0.0,0.0,0.0
6.006312366499825,0.0,0.0,0.0
6.17806197737334,0.0,0.0,0.0
5.983566036475382,0.0,0.0,0.0
5.91707845572497,0.0,0.0,0.0
5.86532711398158,0.0,0.0,0.0
5.839730781365023,0.0,0.0,0.0
5.8407639951458865,0.0,0.0,0.0
5.932388222464559,0.0,0.0,0.0
5.816739389131298,0.0,0.0,0.0
5.819201566178999,0.0,0.0,0.0
5.908228742079986,0.0,0.0,0.0
5.878604428867294,0.0,0.0,0.0
5.922092856116142,0.0,0.0,0.0
5.924279704738471,0.0,0.0,0.0
6.131066183948256,0.0,0.0,0.0
5.968824251285934,0.0,0.0,0.0
6.153346855983774,0.0,0.0,0.0
5.978987583572111,0.0,0.0,0.0
5.934065934065933,0.0,0.0,0.0
5.981544285826959,0.0,0.0,0.0
5.989102108505095,0.0,0.0,0.0
6.008989827300686,0.0,0.0,0.0
6.0139343397023115,0.0,0.0,0.0
6.0472291444167565,0.0,0.0,0.0
6.009937692247023,0.0,0.0,0.0
6.013161720009515,0.0,0.0,0.0
5.971000713097218,0.0,0.0,0.0
5.947591004308131,0.0,0.0,0.0
5.92231099216813,0.0,0.0,0.0
5.911424137519398,0.0,0.0,0.0
5.892583120204604,0.0,0.0,0.0
